#Source : http://linkdata.org/work/rdf1s877i
type,Jurisdiction,Charge,phone,email,address,lat,lng,update
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字田町２９−６,39.207335,140.545938,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字福嶋道東３２−２,39.207957,140.54537,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字福嶋道西１００−１,39.209426,140.544904,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字福嶋道東２０,39.210974,140.545169,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字新町８７,39.20545,140.548764,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字中町７１,39.204139,140.545726,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字中町４５−１,39.203614,140.543838,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字七日町１２２,39.202419,140.546159,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字七日町１０３,39.20206,140.547682,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字七日町７４,39.203181,140.547362,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字七日町８５,39.203505,140.547951,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字七日町１−１,39.202776,140.549612,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字関ノ口１０４−２,39.201559,140.550125,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字関ノ口９２,39.201788,140.551766,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字関ノ口１４７−１,39.203099,140.551417,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字関ノ口１４３−３０,39.202394,140.552004,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字館花２９−３,39.201568,140.554708,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字若松２７,39.203461,140.556823,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字若松５４−７,39.203497,140.558165,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字上町１０２−２,39.201275,140.546894,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字上町５５−５,39.201267,140.545017,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字月山１１,39.199776,140.544124,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字上町１４４,39.2002,140.546816,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字館花６５,39.199965,140.548806,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字縫殿６０−１,39.198785,140.548403,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字縫殿１２２−１,39.197905,140.546765,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字上川原１１−１２,39.195925,140.551038,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字下川原１７２−１,39.196869,140.547157,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字下川原１２３−１,39.196001,140.546371,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字縫殿１３８−４,39.19733,140.544414,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字月山３８−１,39.198996,140.542671,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字土肥館１７３,39.200856,140.542707,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字土肥館１４１,39.202568,140.542498,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字月山西２４−６,39.201222,140.541229,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字月山西４２−１,39.200937,140.539577,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字石神８９−１,39.202409,140.540448,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字石神８−１,39.203424,140.540322,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字伊勢堂南６−６,39.203655,140.538748,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町増田字伊勢堂南３１−２,39.204705,140.535451,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町八木字屋布合１９６,39.200947,140.533176,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町八木字屋布合１０６,39.199876,140.53576,2013.9.18
syoukasen,増田分署,増田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町八木字八木５２,39.196778,140.537355,2013.9.18
syoukasen,増田分署,亀田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町亀田字半助村１４１−１,39.21586,140.559048,2013.9.18
syoukasen,増田分署,亀田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町亀田字上堰合４６,39.215482,140.556035,2013.9.18
syoukasen,増田分署,亀田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町亀田字半助村南１−５,39.214616,140.558655,2013.9.18
syoukasen,増田分署,亀田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町亀田字半助村４３,39.215051,140.559686,2013.9.18
syoukasen,増田分署,亀田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町亀田字半助村２８,39.214741,140.561533,2013.9.18
syoukasen,増田分署,亀田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町亀田字亀田２９,39.222261,140.561176,2013.9.18
syoukasen,増田分署,亀田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町亀田字亀田８９,39.221731,140.56182,2013.9.18
syoukasen,増田分署,亀田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町亀田字亀田３７,39.222266,140.562806,2013.9.18
syoukasen,増田分署,亀田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町亀田字亀田９７,39.220683,140.562985,2013.9.18
syoukasen,増田分署,亀田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町亀田字亀田１０８,39.220745,140.564116,2013.9.18
syoukasen,増田分署,亀田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町亀田字柳原２４８−１,39.213647,140.563895,2013.9.18
syoukasen,増田分署,亀田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町亀田字柳原２３７−１,39.213974,140.564651,2013.9.18
syoukasen,増田分署,亀田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町亀田字柳原７９−２,39.213155,140.567054,2013.9.18
syoukasen,増田分署,亀田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町亀田字柳原６５,39.211565,140.569373,2013.9.18
syoukasen,増田分署,亀田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町亀田字上掵７３−２,39.209891,140.570551,2013.9.18
syoukasen,増田分署,亀田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町亀田字下タ町２５,39.228356,140.557776,2013.9.18
syoukasen,増田分署,亀田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町亀田字下タ町３１,39.22841,140.556441,2013.9.18
syoukasen,増田分署,亀田地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町亀田字下タ町４２,39.228426,140.554238,2013.9.18
syoukasen,増田分署,吉野地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町吉野字村ノ後１１１−１,39.201052,140.588558,2013.9.18
syoukasen,増田分署,吉野地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町吉野字村ノ後５９,39.200799,140.590852,2013.9.18
syoukasen,増田分署,吉野地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町吉野字村ノ前３１−８,39.200959,140.592066,2013.9.18
syoukasen,増田分署,吉野地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町吉野字中島ノ上５２,39.200719,140.594056,2013.9.18
syoukasen,増田分署,吉野地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町吉野字大沢５５−２,39.201,140.595695,2013.9.18
syoukasen,増田分署,吉野地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町吉野字上吉野７４−１,39.20003,140.600171,2013.9.18
syoukasen,増田分署,吉野地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町吉野字上吉野１９,39.198748,140.605001,2013.9.18
syoukasen,増田分署,吉野地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町湯野沢字山岸２６−１,39.193382,140.618268,2013.9.18
syoukasen,増田分署,吉野地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町湯野沢字村周６２,39.191565,140.620477,2013.9.18
syoukasen,増田分署,吉野地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町湯野沢字村周７６,39.190752,140.620479,2013.9.18
syoukasen,増田分署,吉野地区,0182-45-3419,shoubou-masuda@city.yokote.lg.jp,横手市増田町湯野沢字大柳８１,39.192013,140.622467,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字足附橋９,39.269636,140.468546,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字小泉１５５,39.268074,140.468731,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字前田表１５７,39.277726,140.462907,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字豊前１８,39.278821,140.46311,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字豊前１１,39.278419,140.463949,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字大中島１５３,39.289997,140.459914,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字大中島１４０,39.290601,140.4591,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字大中島１７１,39.291387,140.46017,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字上中野１３８−２,39.293105,140.4604,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字上中野１４,39.293883,140.460275,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字上中野９５,39.295023,140.46009,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字西田５８,39.293326,140.464543,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字後野１５０,39.294218,140.466275,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字後野６０,39.295141,140.466176,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字後野１３−１,39.296594,140.465182,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字高野尻６１−３,39.296616,140.466773,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字反見２−１,39.294341,140.466771,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字餅田９１,39.293103,140.468145,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字反見３５−２,39.292693,140.467264,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字蜂笛２６３,39.287384,140.468596,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字蜂笛２１−１１,39.287838,140.466977,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字釜池１９３−５,39.288195,140.465696,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字釜池１９４−４,39.287548,140.466489,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字釜池１７５,39.289013,140.467091,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字蛭野３０８−３,39.286605,140.466709,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字蛭野２１８,39.28541,140.46798,2013.9.18
syoukasen,平鹿分署,浅舞地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町浅舞字蛭野７５,39.285519,140.468798,2013.9.18
syoukasen,平鹿分署,下鍋倉地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町下鍋倉字馬場尻２９８,39.252633,140.465284,2013.9.18
syoukasen,平鹿分署,下鍋倉地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町下鍋倉字甚平８７,39.252288,140.464452,2013.9.18
syoukasen,平鹿分署,下鍋倉地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町下鍋倉字甚平１５,39.253944,140.464072,2013.9.18
syoukasen,平鹿分署,下鍋倉地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町下鍋倉字甚平８９−１,39.255405,140.463994,2013.9.18
syoukasen,平鹿分署,下鍋倉地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町下鍋倉字甚平１１３,39.254149,140.463165,2013.9.18
syoukasen,平鹿分署,下鍋倉地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町下鍋倉字甚平１２９,39.252746,140.463343,2013.9.18
syoukasen,平鹿分署,下鍋倉地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町下鍋倉字甚平５,39.252448,140.461285,2013.9.18
syoukasen,平鹿分署,下鍋倉地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町下鍋倉字御倉前１３５,39.252316,140.471527,2013.9.18
syoukasen,平鹿分署,下鍋倉地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町下鍋倉字御倉前１４５−１,39.252508,140.470887,2013.9.18
syoukasen,平鹿分署,下鍋倉地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町下鍋倉字御倉前１２７−１,39.253142,140.4694,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字平清水２,39.264685,140.469061,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字古舘５３−６,39.268381,140.465759,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字古舘４５,39.267398,140.465034,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字笛吹田８,39.268161,140.463201,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字新処７７−２,39.268503,140.462026,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字新処９４−２,39.268317,140.460926,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字新処７３,39.269293,140.462043,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字堀田３２−３,39.269316,140.463095,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字堀田２１２−１,39.269242,140.463837,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字扇田４４,39.2701479,140.4616757,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字堀田１７８,39.270314,140.462705,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字堀田１８０,39.270967,140.462801,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字宿尻４,39.27224,140.462667,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字扇田４９,39.270141,140.461465,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字新処３８,39.269968,140.460279,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字相川野３,39.273836,140.45369,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字中在家８６,39.276263,140.45556,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字中在家９５,39.276368,140.456222,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字柄内１４６,39.270747,140.452727,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字柄内１４１,39.270804,140.451345,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字柄内１２８,39.269801,140.451235,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字柄内２５,39.269613,140.450046,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字柄内１２,39.270586,140.449274,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字西柄内２１,39.271981,140.448671,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字大釜１７７−１,39.280241,140.457298,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字砂子田１９−１,39.279423,140.460067,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字砂子田３５,39.279715,140.458977,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字砂子田２１−１,39.280086,140.460121,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字砂子田４４,39.280722,140.458968,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字新堰添３−５,39.281247,140.457747,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字高畑５３,39.26084,140.461544,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字高畑５８,39.260855,140.46055,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字高畑３６６,39.261133,140.459436,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字高畑７０,39.261808,140.458883,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字新屋４０,39.261,140.458159,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字小豆田１７６,39.258928,140.469384,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字小豆田１４６,39.258428,140.469163,2013.9.18
syoukasen,平鹿分署,樽見内地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町樽見内字小豆田１８２,39.258229,140.469932,2013.9.18
syoukasen,平鹿分署,上吉田地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町上吉田字田ノ植２−１,39.29018,140.505608,2013.9.18
syoukasen,平鹿分署,上吉田地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町上吉田字田ノ植５７−２,39.290882,140.504846,2013.9.18
syoukasen,平鹿分署,上吉田地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町上吉田字田ノ植４０−１,39.291573,140.504287,2013.9.18
syoukasen,平鹿分署,上吉田地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町上吉田字吉田９５−３,39.291779,140.506171,2013.9.18
syoukasen,平鹿分署,上吉田地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町上吉田字館尻５８−１,39.292373,140.507847,2013.9.18
syoukasen,平鹿分署,上吉田地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町上吉田字吉田５１,39.289067,140.506949,2013.9.18
syoukasen,平鹿分署,上吉田地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町上吉田字吉田４０,39.28881,140.507571,2013.9.18
syoukasen,平鹿分署,上吉田地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町上吉田字吉田３４−２,39.28817,140.506947,2013.9.18
syoukasen,平鹿分署,上吉田地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町上吉田字吉田２９−１,39.28817,140.506947,2013.9.18
syoukasen,平鹿分署,上吉田地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町上吉田字大道８８−１,39.292507,140.501483,2013.9.18
syoukasen,平鹿分署,上吉田地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町上吉田字公地２５７−２,39.300691,140.505063,2013.9.18
syoukasen,平鹿分署,上吉田地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町上吉田字公地１７−１,39.299193,140.505239,2013.9.18
syoukasen,平鹿分署,上吉田地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町上吉田字伍口８９,39.29978,140.50388,2013.9.18
syoukasen,平鹿分署,上吉田地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町上吉田字伍口７０,39.299224,140.503824,2013.9.18
syoukasen,平鹿分署,上吉田地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町上吉田字新城東４５,39.295551,140.50848,2013.9.18
syoukasen,平鹿分署,上吉田地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市横手市清水町新田字新城下６,39.29682,140.508964,2013.9.18
syoukasen,平鹿分署,上吉田地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町上吉田字密屋下４４,39.292606,140.51481,2013.9.18
syoukasen,平鹿分署,上吉田地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町上吉田字密屋下１２,39.291498,140.515595,2013.9.18
syoukasen,平鹿分署,上吉田地区,0182-24-1119,shoubou-hiraka@city.yokote.lg.jp,横手市平鹿町上吉田字野田１９９,39.291861,140.517801,2013.9.18
